"4","心電図所見","16","ST低下","2010-05-01 00:00:00.000"
"4","心電図所見","17","軽度S T-T異常の疑い","2010-05-01 00:00:00.000"
"4","心電図所見","18","","2010-05-01 00:00:00.000"
"4","心電図所見","19","","2010-05-01 00:00:00.000"
"4","心電図所見","20","","2010-05-01 00:00:00.000"
"4","心電図所見","21","","2010-05-01 00:00:00.000"
"4","心電図所見","22","陰性T","2010-05-01 00:00:00.000"
"4","心電図所見","23","","2010-05-01 00:00:00.000"
"4","心電図所見","24","","2010-05-01 00:00:00.000"
"4","心電図所見","25","","2010-05-01 00:00:00.000"
"4","心電図所見","26","","2010-05-01 00:00:00.000"
"4","心電図所見","27","陽性T（V1）","2010-05-01 00:00:00.000"
"4","心電図所見","28","完全房室ブロック","2010-05-01 00:00:00.000"
"4","心電図所見","29","房室ブロックII度(モビッツ)","2010-05-01 00:00:00.000"
"4","心電図所見","30","房室ブロックII度(2:1)","2010-05-01 00:00:00.000"
"4","心電図所見","31","房室ブロックII度(ウエンケバッハ)","2010-05-01 00:00:00.000"
"4","心電図所見","32","PR延長","2010-05-01 00:00:00.000"
"4","心電図所見","33","房室ブロックⅠ度","2010-05-01 00:00:00.000"
"4","心電図所見","34","WPW症候群","2010-05-01 00:00:00.000"
"4","心電図所見","35","WPW症候群の疑い","2010-05-01 00:00:00.000"
"4","心電図所見","36","PR短縮","2010-05-01 00:00:00.000"
"4","心電図所見","37","人工ペースメーカ調律","2010-05-01 00:00:00.000"
"4","心電図所見","38","完全左脚ブロック","2010-05-01 00:00:00.000"
"4","心電図所見","39","完全右脚ブロック","2010-05-01 00:00:00.000"
"4","心電図所見","40","不完全右脚ブロック","2010-05-01 00:00:00.000"
"4","心電図所見","41","心室内伝導障害","2010-05-01 00:00:00.000"
"4","心電図所見","42","RSR’パターン","2010-05-01 00:00:00.000"
"4","心電図所見","43","上室期外収縮","2010-05-01 00:00:00.000"
"4","心電図所見","44","心室期外収縮","2010-05-01 00:00:00.000"
"4","心電図所見","45","上室三段脈","2010-05-01 00:00:00.000"
"4","心電図所見","46","心室三段脈","2010-05-01 00:00:00.000"
"4","心電図所見","47","上室二段脈","2010-05-01 00:00:00.000"
"4","心電図所見","48","心室二段脈","2010-05-01 00:00:00.000"
"4","心電図所見","49","上室期外収縮（頻発）","2010-05-01 00:00:00.000"
"4","心電図所見","50","心室期外収縮（頻発）","2010-05-01 00:00:00.000"
"4","心電図所見","51","心室頻拍","2010-05-01 00:00:00.000"
"4","心電図所見","52","心室期外収縮ショートラン","2010-05-01 00:00:00.000"
"4","心電図所見","53","心室期外収縮二連発","2010-05-01 00:00:00.000"
"4","心電図所見","54","心房粗動","2010-05-01 00:00:00.000"
"4","心電図所見","55","心房細動","2010-05-01 00:00:00.000"
"4","心電図所見","56","上室頻拍","2010-05-01 00:00:00.000"
"4","心電図所見","57","上室期外収縮ショートラン","2010-05-01 00:00:00.000"
"4","心電図所見","58","上室期外収縮二連","2010-05-01 00:00:00.000"
"4","心電図所見","59","心室調律 ","2010-05-01 00:00:00.000"
"4","心電図所見","60","房室接合部調律 ","2010-05-01 00:00:00.000"
"4","心電図所見","61","左房調律の疑い ","2010-05-01 00:00:00.000"
"4","心電図所見","62","","2010-05-01 00:00:00.000"
"4","心電図所見","63","房室解離","2010-05-01 00:00:00.000"
"4","心電図所見","64","高度な頻脈","2010-05-01 00:00:00.000"
"4","心電図所見","65","頻脈 ","2010-05-01 00:00:00.000"
"4","心電図所見","66","洞頻脈","2010-05-01 00:00:00.000"
"4","心電図所見","67","高度な徐脈","2010-05-01 00:00:00.000"
"4","心電図所見","68","徐脈","2010-05-01 00:00:00.000"
"4","心電図所見","69","洞徐脈","2010-05-01 00:00:00.000"
"4","心電図所見","70","洞不整脈","2010-05-01 00:00:00.000"
"4","心電図所見","71","洞房ブロック","2010-05-01 00:00:00.000"
"4","心電図所見","72","補充収縮","2010-05-01 00:00:00.000"
"4","心電図所見","73","確定できない不整脈","2010-05-01 00:00:00.000"
"4","心電図所見","74","低電位差（四肢誘導）","2010-05-01 00:00:00.000"
"4","心電図所見","75","低電位差（胸部誘導）","2010-05-01 00:00:00.000"
"4","心電図所見","76","ST上昇","2010-05-01 00:00:00.000"
"4","心電図所見","77","","2010-05-01 00:00:00.000"
"4","心電図所見","78","軽度ST上昇","2010-05-01 00:00:00.000"
"4","心電図所見","79","右房拡大","2010-05-01 00:00:00.000"
"4","心電図所見","80","左房拡大","2010-05-01 00:00:00.000"
"4","心電図所見","81","反時計回転","2010-05-01 00:00:00.000"
"4","心電図所見","82","時計回転","2010-05-01 00:00:00.000"
"4","心電図所見","83","高いT波","2010-05-01 00:00:00.000"
"4","心電図所見","84","右胸心","2010-05-01 00:00:00.000"
"4","心電図所見","85","電極付け間違い","2010-05-01 00:00:00.000"
"4","心電図所見","86","QT延長","2010-05-01 00:00:00.000"
"4","心電図所見","87","QT短縮","2010-05-01 00:00:00.000"
"4","心電図所見","88","軽度なQ T延長","2010-05-01 00:00:00.000"
"4","心電図所見","89","記録不良","2010-05-01 00:00:00.000"
"4","心電図所見","90","","2010-05-01 00:00:00.000"
"4","心電図所見","91","","2010-05-01 00:00:00.000"
"4","心電図所見","92","その他の所見あり","2010-05-01 00:00:00.000"
